total_number_of_words,total_number_of_stop_words,total_number_of_syllables,total_number_of_words_more_than_two_syllables,total_number_of_words_more_than_three_syllables,total_number_of_unique_words,total_number_of_sentences,total_number_of_characters,average_number_of_words_per_sentence,average_number_of_characters_per_sentence,average_number_of_characters_per_word,average_number_of_syllables_per_sentence,average_number_of_syllables_per_word,average_number_of_stop_words_per_sentence,average_number_of_stop_words_per_word,total_kuperman_age_of_acquistion_of_words,total_brysbaert_age_of_acquistion_of_words,total_subtlex_us_zipf_of_words,average_kuperman_age_of_acquistion_of_words_per_word,average_brysbaert_age_of_acquistion_of_words_per_word,average_kuperman_age_of_acquistion_of_words_per_sentence,average_brysbaert_age_of_acquistion_of_words_per_sentence,average_subtlex_us_zipf_of_words_per_word,average_subtlex_us_zipf_of_words_per_sentence,simple_adjectives_variation,simple_adpositions_variation,simple_adverbs_variation,simple_auxiliaries_variation,simple_coordinating_conjunctions_variation,simple_determiners_variation,simple_interjections_variation,simple_nouns_variation,simple_numerals_variation,simple_particles_variation,simple_pronouns_variation,simple_proper_nouns_variation,simple_punctuations_variation,simple_subordinating_conjunctions_variation,simple_symbols_variation,simple_verbs_variation,simple_spaces_variation,root_adjectives_variation,root_adpositions_variation,root_adverbs_variation,root_auxiliaries_variation,root_coordinating_conjunctions_variation,root_determiners_variation,root_interjections_variation,root_nouns_variation,root_numerals_variation,root_particles_variation,root_pronouns_variation,root_proper_nouns_variation,root_punctuations_variation,root_subordinating_conjunctions_variation,root_symbols_variation,root_verbs_variation,root_spaces_variation,corrected_adjectives_variation,corrected_adpositions_variation,corrected_adverbs_variation,corrected_auxiliaries_variation,corrected_coordinating_conjunctions_variation,corrected_determiners_variation,corrected_interjections_variation,corrected_nouns_variation,corrected_numerals_variation,corrected_particles_variation,corrected_pronouns_variation,corrected_proper_nouns_variation,corrected_punctuations_variation,corrected_subordinating_conjunctions_variation,corrected_symbols_variation,corrected_verbs_variation,corrected_spaces_variation,simple_type_token_ratio,root_type_token_ratio,corrected_type_token_ratio,bilogarithmic_type_token_ratio,uber_type_token_ratio,simple_type_token_ratio_no_lemma,root_type_token_ratio_no_lemma,corrected_type_token_ratio_no_lemma,bilogarithmic_type_token_ratio_no_lemma,uber_type_token_ratio_no_lemma,average_number_of_adjectives_per_word,average_number_of_adpositions_per_word,average_number_of_adverbs_per_word,average_number_of_auxiliaries_per_word,average_number_of_coordinating_conjunctions_per_word,average_number_of_determiners_per_word,average_number_of_interjections_per_word,average_number_of_nouns_per_word,average_number_of_numerals_per_word,average_number_of_particles_per_word,average_number_of_pronouns_per_word,average_number_of_proper_nouns_per_word,average_number_of_punctuations_per_word,average_number_of_subordinating_conjunctions_per_word,average_number_of_symbols_per_word,average_number_of_verbs_per_word,average_number_of_spaces_per_word,average_number_of_adjectives_per_sentence,average_number_of_adpositions_per_sentence,average_number_of_adverbs_per_sentence,average_number_of_auxiliaries_per_sentence,average_number_of_coordinating_conjunctions_per_sentence,average_number_of_determiners_per_sentence,average_number_of_interjections_per_sentence,average_number_of_nouns_per_sentence,average_number_of_numerals_per_sentence,average_number_of_particles_per_sentence,average_number_of_pronouns_per_sentence,average_number_of_proper_nouns_per_sentence,average_number_of_punctuations_per_sentence,average_number_of_subordinating_conjunctions_per_sentence,average_number_of_symbols_per_sentence,average_number_of_verbs_per_sentence,average_number_of_spaces_per_sentence,flesch_kincaid_reading_ease,flesch_kincaid_grade_level,gunning_fog_index,smog_index,coleman_liau_index,automated_readability_index,reading_time_for_fast_readers,reading_time_for_average_readers,reading_time_for_slow_readers
3823,1961,4968,378,128,1189,231,16455,16.55,71.23,4.3,21.51,1.3,8.49,0.51,16946.53,14746.16,19539.0,4.43,3.86,73.36,63.84,5.11,84.58,0.53,0.09,0.42,0.08,0.04,0.05,0.55,0.58,0.65,0.03,0.1,0.66,0.03,0.16,0.5,0.46,0.01,9.28,1.66,5.58,1.35,0.44,0.9,1.81,14.99,4.42,0.34,1.97,12.38,0.69,1.62,1.22,10.35,0.11,6.56,1.18,3.94,0.96,0.31,0.63,1.28,10.6,3.13,0.24,1.39,8.76,0.49,1.15,0.87,7.32,0.08,0.31,19.23,13.6,0.86,42.93,0.31,19.23,13.6,0.86,42.93,0.08,0.09,0.05,0.07,0.03,0.08,0.0,0.18,0.01,0.04,0.1,0.09,0.16,0.03,0.0,0.13,0.02,1.3,1.5,0.76,1.15,0.55,1.38,0.05,2.9,0.2,0.58,1.7,1.53,2.61,0.42,0.03,2.16,0.33,80.1,6.2,10.57,4.25,7.72,7.12,12.74,15.93,21.85
543,252,780,71,19,276,25,2506,21.72,100.24,4.62,31.2,1.44,10.08,0.46,2612.01,2146.12,2778.52,4.81,3.95,104.48,85.84,5.12,111.14,0.88,0.25,0.86,0.16,0.14,0.2,1.0,0.66,0.75,0.21,0.52,0.78,0.13,0.46,0.5,0.69,0.07,5.05,2.18,3.93,0.88,0.53,1.33,1.41,7.12,2.12,0.8,2.96,5.43,1.13,1.66,0.71,5.82,0.27,3.57,1.54,2.78,0.62,0.38,0.94,1.0,5.03,1.5,0.57,2.09,3.84,0.8,1.18,0.5,4.11,0.19,0.51,11.84,8.38,0.89,46.68,0.51,11.84,8.38,0.89,46.68,0.06,0.14,0.04,0.06,0.03,0.08,0.0,0.22,0.01,0.03,0.06,0.09,0.15,0.02,0.0,0.13,0.03,1.32,3.04,0.84,1.28,0.56,1.84,0.08,4.68,0.32,0.56,1.32,1.96,3.16,0.52,0.08,2.84,0.56,63.26,9.83,13.92,4.98,9.97,11.17,1.81,2.26,3.1
2288,1172,3526,410,150,794,99,11188,23.11,113.01,4.89,35.62,1.54,11.84,0.51,12493.45,10452.56,12161.82,5.46,4.57,126.2,105.58,5.32,122.85,0.59,0.11,0.57,0.09,0.05,0.06,1.0,0.55,1.0,0.03,0.15,0.69,0.05,0.29,0.0,0.64,0.06,8.97,1.73,6.05,1.07,0.45,0.94,1.0,12.55,2.45,0.31,1.95,6.74,0.85,2.21,0.0,10.4,0.36,6.34,1.22,4.28,0.75,0.32,0.66,0.71,8.87,1.73,0.22,1.38,4.76,0.6,1.56,0.0,7.35,0.25,0.35,16.6,11.74,0.86,42.13,0.35,16.6,11.74,0.86,42.13,0.1,0.11,0.05,0.07,0.03,0.1,0.0,0.23,0.0,0.04,0.07,0.04,0.12,0.03,0.0,0.12,0.01,2.32,2.66,1.13,1.51,0.81,2.25,0.01,5.21,0.06,0.95,1.66,0.97,2.76,0.6,0.0,2.67,0.31,53.0,11.61,16.41,7.03,11.67,13.16,7.63,9.53,13.07
705,326,1086,110,44,342,27,3462,26.11,128.22,4.91,40.22,1.54,12.07,0.46,3082.37,2651.74,3577.41,4.37,3.76,114.16,98.21,5.07,132.5,0.67,0.22,0.82,0.27,0.19,0.14,0.0,0.75,1.0,0.15,0.37,0.52,0.09,0.37,1.0,0.65,0.5,5.12,2.03,3.4,1.57,0.87,1.12,0.0,8.49,3.16,0.67,2.51,5.48,0.94,1.61,1.0,6.26,0.71,3.62,1.43,2.4,1.11,0.62,0.8,0.0,6.0,2.24,0.47,1.77,3.88,0.67,1.14,0.71,4.42,0.5,0.49,12.88,9.11,0.89,47.06,0.49,12.88,9.11,0.89,47.06,0.08,0.12,0.02,0.05,0.03,0.09,0.0,0.18,0.01,0.03,0.07,0.16,0.16,0.03,0.0,0.13,0.0,2.15,3.26,0.63,1.22,0.78,2.37,0.0,4.74,0.37,0.74,1.7,4.15,4.19,0.7,0.04,3.41,0.07,50.01,12.77,16.69,7.29,11.94,14.75,2.35,2.94,4.03
618,218,1051,156,39,285,25,3305,24.72,132.2,5.35,42.04,1.7,8.72,0.35,3192.5,2516.76,2952.7,5.17,4.07,127.7,100.67,4.78,118.11,0.67,0.16,0.85,0.26,0.1,0.13,1.0,0.57,0.64,0.33,0.33,0.42,0.08,0.67,0.67,0.69,0.12,5.5,1.32,3.05,1.15,0.54,0.73,1.0,7.53,2.11,1.0,1.91,4.24,0.87,1.15,1.15,4.9,0.35,3.89,0.94,2.16,0.81,0.38,0.52,0.71,5.32,1.49,0.71,1.35,3.0,0.62,0.82,0.82,3.47,0.25,0.46,11.46,8.11,0.88,41.28,0.46,11.46,8.11,0.88,41.28,0.11,0.11,0.02,0.03,0.05,0.05,0.0,0.28,0.02,0.01,0.05,0.17,0.17,0.0,0.0,0.08,0.01,2.68,2.76,0.52,0.76,1.24,1.2,0.04,6.92,0.44,0.36,1.32,4.12,4.28,0.12,0.12,2.04,0.32,37.87,14.12,19.99,7.14,14.45,16.12,2.06,2.58,3.53
250,105,376,48,13,162,12,1203,20.83,100.25,4.81,31.33,1.5,8.75,0.42,1094.51,963.77,1204.08,4.38,3.86,91.21,80.31,4.82,100.34,0.91,0.4,0.88,0.5,0.43,0.28,1.0,0.93,0.67,0.27,0.44,0.65,0.23,0.5,0.0,0.84,0.38,3.02,2.0,2.47,1.58,1.13,1.4,1.0,6.18,1.15,0.9,1.75,4.11,1.26,1.0,0.0,5.1,1.06,2.13,1.41,1.75,1.12,0.8,0.99,0.71,4.37,0.82,0.64,1.24,2.91,0.89,0.71,0.0,3.6,0.75,0.65,10.25,7.24,0.92,59.66,0.65,10.25,7.24,0.92,59.66,0.04,0.1,0.03,0.04,0.03,0.1,0.0,0.18,0.01,0.04,0.06,0.16,0.12,0.02,0.0,0.15,0.03,0.92,2.08,0.67,0.83,0.58,2.08,0.08,3.67,0.25,0.92,1.33,3.33,2.58,0.33,0.0,3.08,0.67,58.45,10.28,16.01,5.95,11.07,11.65,0.83,1.04,1.43
429,230,610,67,24,207,15,1943,28.6,129.53,4.53,40.67,1.42,15.33,0.54,1817.7,1558.81,2156.31,4.24,3.63,121.18,103.92,5.03,143.75,0.85,0.42,0.77,0.33,0.11,0.2,1.0,0.66,1.0,0.2,0.32,0.63,0.11,0.29,0.0,0.66,0.1,3.8,2.5,2.77,2.0,0.47,1.18,1.0,4.81,1.0,0.77,2.26,5.04,0.92,1.21,0.0,5.12,0.32,2.69,1.77,1.96,1.41,0.33,0.84,0.71,3.4,0.71,0.55,1.6,3.56,0.65,0.86,0.0,3.62,0.22,0.48,9.99,7.07,0.88,39.02,0.48,9.99,7.07,0.88,39.02,0.05,0.08,0.03,0.08,0.04,0.08,0.0,0.12,0.0,0.03,0.12,0.15,0.17,0.04,0.0,0.14,0.02,1.33,2.4,0.87,2.4,1.2,2.33,0.07,3.53,0.07,1.0,3.33,4.2,5.0,1.13,0.0,4.07,0.67,57.51,12.34,17.69,7.23,9.8,14.2,1.43,1.79,2.45
324,140,525,60,15,157,15,1678,21.6,111.87,5.18,35.0,1.62,9.33,0.43,1692.79,1464.78,1588.65,5.22,4.52,112.85,97.65,4.9,105.91,1.0,0.42,0.8,0.41,0.33,0.32,0.0,0.4,1.0,0.33,0.25,0.75,0.12,0.62,0.0,0.73,0.11,3.16,2.44,3.1,1.7,1.0,1.7,0.0,3.75,1.0,1.15,1.22,3.67,0.78,1.77,0.0,5.05,0.33,2.24,1.72,2.19,1.2,0.71,1.2,0.0,2.65,0.71,0.82,0.87,2.6,0.55,1.25,0.0,3.57,0.24,0.48,8.72,6.17,0.87,35.29,0.48,8.72,6.17,0.87,35.29,0.03,0.1,0.05,0.05,0.03,0.09,0.0,0.27,0.0,0.04,0.07,0.07,0.13,0.02,0.0,0.15,0.03,0.67,2.2,1.0,1.13,0.6,1.87,0.0,5.8,0.07,0.8,1.6,1.6,2.73,0.53,0.0,3.2,0.6,47.83,11.95,16.05,5.71,13.28,13.76,1.08,1.35,1.85
20,2,31,6,1,18,1,109,20.0,109.0,5.45,31.0,1.55,2.0,0.1,21.33,24.21,46.4,1.07,1.21,21.33,24.21,2.32,46.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,0.0,1.0,0.62,0.6,0.0,0.0,0.5,1.0,1.41,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.15,0.0,1.0,1.77,1.34,0.0,0.0,0.71,1.41,1.0,0.71,0.0,0.0,0.0,0.0,0.0,0.71,0.82,0.0,0.71,1.25,0.95,0.0,0.0,0.5,1.0,0.9,4.02,2.85,0.96,79.29,0.9,4.02,2.85,0.96,79.29,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.0,0.05,0.4,0.25,0.0,0.0,0.1,0.1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,8.0,5.0,0.0,0.0,2.0,2.0,55.41,10.5,20.0,5.71,14.77,14.24,0.07,0.08,0.11
178,92,230,19,3,114,13,789,13.69,60.69,4.43,17.69,1.29,7.08,0.52,737.36,704.72,844.98,4.14,3.96,56.72,54.21,4.75,65.0,1.0,0.5,0.92,0.46,0.0,0.36,0.0,0.95,1.0,0.27,0.53,0.5,0.2,0.62,0.0,0.89,0.25,3.0,1.87,3.18,1.66,0.0,1.34,0.0,4.48,1.0,0.9,2.18,2.55,0.89,1.77,0.0,4.62,0.5,2.12,1.32,2.25,1.18,0.0,0.94,0.0,3.17,0.71,0.64,1.54,1.8,0.63,1.25,0.0,3.27,0.35,0.64,8.54,6.04,0.91,50.34,0.64,8.54,6.04,0.91,50.34,0.05,0.08,0.07,0.07,0.0,0.08,0.0,0.12,0.01,0.06,0.1,0.15,0.11,0.04,0.0,0.15,0.02,0.69,1.08,0.92,1.0,0.0,1.08,0.0,1.69,0.08,0.85,1.31,2.0,1.54,0.62,0.0,2.08,0.31,83.62,5.0,9.75,2.74,8.1,6.29,0.59,0.74,1.02
44,23,62,2,2,40,2,202,22.0,101.0,4.59,31.0,1.41,11.5,0.52,182.38,161.3,226.18,4.15,3.67,91.19,80.65,5.14,113.09,1.0,0.75,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.57,1.0,1.0,0.5,0.0,1.0,0.0,1.0,2.12,1.41,1.73,0.0,1.0,0.0,2.45,0.0,1.0,1.51,2.24,1.41,0.71,0.0,2.83,0.0,0.71,1.5,1.0,1.22,0.0,0.71,0.0,1.73,0.0,0.71,1.07,1.58,1.0,0.5,0.0,2.0,0.0,0.91,6.03,4.26,0.97,142.77,0.91,6.03,4.26,0.97,142.77,0.02,0.18,0.05,0.07,0.0,0.02,0.0,0.14,0.0,0.02,0.16,0.11,0.05,0.05,0.0,0.18,0.0,0.5,4.0,1.0,1.5,0.0,0.5,0.0,3.0,0.0,0.5,3.5,2.5,1.0,1.0,0.0,4.0,0.0,65.3,9.62,10.62,5.71,9.85,11.19,0.15,0.18,0.25
564,253,759,53,13,242,21,2581,26.86,122.9,4.58,36.14,1.35,12.05,0.45,2550.41,2147.36,2821.05,4.52,3.81,121.45,102.26,5.0,134.34,0.65,0.33,0.73,0.32,0.13,0.23,1.0,0.5,0.71,0.1,0.47,0.39,0.14,0.75,0.0,0.64,0.06,3.59,2.45,2.84,1.49,0.63,1.44,1.73,5.5,1.89,0.55,2.56,3.35,1.2,2.6,0.0,5.78,0.25,2.54,1.73,2.01,1.06,0.44,1.02,1.22,3.89,1.34,0.39,1.81,2.37,0.85,1.84,0.0,4.09,0.18,0.43,10.19,7.21,0.87,35.61,0.43,10.19,7.21,0.87,35.61,0.05,0.1,0.03,0.04,0.04,0.07,0.01,0.22,0.01,0.05,0.05,0.13,0.12,0.02,0.0,0.14,0.03,1.48,2.57,0.71,1.05,1.1,1.86,0.14,5.86,0.33,1.43,1.43,3.57,3.29,0.57,0.0,3.86,0.76,65.73,10.76,14.5,4.49,10.01,13.55,1.88,2.35,3.22
58,28,72,6,2,56,6,235,9.67,39.17,4.05,12.0,1.24,4.67,0.48,266.24,211.79,312.11,4.59,3.65,44.37,35.3,5.38,52.02,1.0,0.71,1.0,0.25,1.0,1.0,1.0,0.89,1.0,0.33,0.67,1.0,0.75,1.0,1.0,0.89,0.0,1.73,1.89,1.0,0.5,1.0,1.73,1.0,2.67,1.73,0.58,1.63,2.45,2.6,1.0,1.0,2.67,0.0,1.22,1.34,0.71,0.35,0.71,1.22,0.71,1.89,1.22,0.41,1.15,1.73,1.84,0.71,0.71,1.89,0.0,0.97,7.35,5.2,0.99,461.75,0.97,7.35,5.2,0.99,461.75,0.05,0.12,0.02,0.07,0.02,0.05,0.02,0.16,0.05,0.05,0.1,0.1,0.21,0.02,0.02,0.16,0.0,0.5,1.17,0.17,0.67,0.17,0.5,0.17,1.5,0.5,0.5,1.0,1.0,2.0,0.17,0.17,1.5,0.0,92.0,2.83,8.0,3.3,4.96,2.49,0.19,0.24,0.33
422,171,660,90,20,241,23,2072,18.35,90.09,4.91,28.7,1.56,7.43,0.41,1676.96,1431.23,2041.48,3.97,3.39,72.91,62.23,4.84,88.76,0.89,0.39,0.73,0.24,0.22,0.22,1.0,0.8,0.5,0.25,0.39,0.6,0.13,0.67,0.0,0.69,0.14,5.24,2.26,2.41,1.2,1.04,1.15,1.41,6.52,1.22,0.5,2.33,5.81,1.2,1.63,0.0,4.9,0.38,3.71,1.6,1.71,0.85,0.74,0.82,1.0,4.61,0.87,0.35,1.65,4.11,0.85,1.15,0.0,3.47,0.27,0.57,11.73,8.3,0.91,53.7,0.57,11.73,8.3,0.91,53.7,0.08,0.08,0.03,0.06,0.05,0.06,0.0,0.16,0.01,0.01,0.09,0.22,0.2,0.01,0.0,0.12,0.02,1.52,1.43,0.48,1.09,1.0,1.17,0.09,2.87,0.26,0.17,1.57,4.04,3.65,0.26,0.0,2.22,0.3,55.9,10.02,15.87,5.33,11.46,10.87,1.41,1.76,2.41
283,121,388,32,6,138,12,1331,23.58,110.92,4.7,32.33,1.37,10.08,0.43,1241.21,1094.84,1400.38,4.39,3.87,103.43,91.24,4.95,116.7,0.79,0.32,1.0,0.5,0.33,0.19,0.0,0.45,0.85,0.38,0.88,0.44,0.11,1.0,0.0,0.68,0.2,2.94,1.97,2.45,1.41,0.82,1.08,0.0,3.84,3.05,1.06,2.47,2.9,0.66,1.0,0.0,3.77,0.45,2.08,1.39,1.73,1.0,0.58,0.76,0.0,2.71,2.16,0.75,1.75,2.05,0.46,0.71,0.0,2.67,0.32,0.49,8.2,5.8,0.87,33.8,0.49,8.2,5.8,0.87,33.8,0.05,0.13,0.02,0.03,0.02,0.11,0.0,0.26,0.05,0.03,0.03,0.15,0.13,0.0,0.0,0.11,0.02,1.17,3.08,0.5,0.67,0.5,2.58,0.0,6.17,1.08,0.67,0.67,3.58,3.08,0.08,0.0,2.58,0.42,66.91,9.79,13.96,4.04,10.6,12.51,0.94,1.18,1.62
174,45,286,32,10,120,8,936,21.75,117.0,5.38,35.75,1.64,5.62,0.26,561.03,485.11,690.29,3.22,2.79,70.13,60.64,3.97,86.29,0.67,0.43,1.0,0.5,0.14,0.13,0.0,0.67,0.8,1.0,1.0,0.73,0.28,0.0,1.0,0.93,0.33,2.83,1.6,1.41,0.71,0.38,0.52,0.0,3.46,1.79,1.41,1.73,5.68,1.59,0.0,1.0,3.47,0.58,2.0,1.13,1.0,0.5,0.27,0.37,0.0,2.45,1.26,1.0,1.22,4.02,1.12,0.0,0.71,2.46,0.41,0.69,9.1,6.43,0.93,61.69,0.69,9.1,6.43,0.93,61.69,0.1,0.08,0.01,0.01,0.04,0.09,0.0,0.16,0.03,0.01,0.02,0.34,0.18,0.0,0.01,0.08,0.02,2.25,1.75,0.25,0.25,0.88,1.88,0.0,3.38,0.62,0.25,0.38,7.5,4.0,0.0,0.12,1.75,0.38,45.7,12.29,16.06,6.39,14.47,14.78,0.58,0.72,0.99
67,32,99,9,3,60,2,312,33.5,156.0,4.66,49.5,1.48,16.0,0.48,321.27,273.77,348.65,4.8,4.09,160.63,136.89,5.2,174.33,1.0,0.83,1.0,0.5,0.2,0.4,1.0,1.0,0.0,1.0,0.71,0.86,0.55,0.0,0.0,1.0,1.0,1.73,2.04,1.0,1.0,0.45,0.89,1.0,4.0,0.0,1.0,1.89,2.27,1.81,0.0,0.0,3.16,1.0,1.22,1.44,0.71,0.71,0.32,0.63,0.71,2.83,0.0,0.71,1.34,1.6,1.28,0.0,0.0,2.24,0.71,0.9,7.33,5.18,0.97,151.92,0.9,7.33,5.18,0.97,151.92,0.04,0.09,0.01,0.06,0.07,0.07,0.01,0.24,0.0,0.01,0.1,0.1,0.16,0.0,0.0,0.15,0.01,1.5,3.0,0.5,2.0,2.5,2.5,0.5,8.0,0.0,0.5,3.5,3.5,5.5,0.0,0.0,5.0,0.5,47.83,14.91,18.77,7.0,10.7,17.25,0.22,0.28,0.38
844,401,1325,156,51,389,31,4137,27.23,133.45,4.9,42.74,1.57,12.94,0.48,4063.24,3398.87,4233.79,4.81,4.03,131.07,109.64,5.02,136.57,0.89,0.22,0.81,0.15,0.15,0.1,0.0,0.68,0.71,0.11,0.36,0.55,0.09,0.36,0.0,0.72,0.11,6.76,2.05,4.93,1.17,0.78,0.88,0.0,8.87,1.89,0.58,2.7,5.34,0.93,1.71,0.0,7.23,0.46,4.78,1.45,3.49,0.83,0.55,0.62,0.0,6.27,1.34,0.41,1.91,3.77,0.66,1.21,0.0,5.11,0.32,0.46,13.39,9.47,0.89,45.91,0.46,13.39,9.47,0.89,45.91,0.07,0.1,0.04,0.07,0.03,0.1,0.0,0.2,0.01,0.03,0.07,0.11,0.14,0.03,0.0,0.12,0.02,1.84,2.77,1.19,1.9,0.84,2.68,0.0,5.42,0.23,0.87,1.77,3.06,3.71,0.71,0.0,3.29,0.61,46.39,13.55,18.28,7.33,11.93,15.27,2.81,3.52,4.82
1004,507,1578,209,79,416,40,5102,25.1,127.55,5.08,39.45,1.57,12.68,0.5,5610.11,4707.06,5383.17,5.59,4.69,140.25,117.68,5.36,134.58,0.64,0.18,0.77,0.15,0.12,0.07,0.0,0.55,0.6,0.1,0.22,0.76,0.09,0.27,0.0,0.71,0.17,6.5,2.01,4.56,1.21,0.61,0.77,0.0,8.25,1.9,0.55,1.86,5.66,1.11,1.57,0.0,7.73,0.41,4.6,1.42,3.23,0.86,0.43,0.54,0.0,5.83,1.34,0.39,1.32,4.0,0.78,1.11,0.0,5.47,0.29,0.41,13.13,9.28,0.87,41.28,0.41,13.13,9.28,0.87,41.28,0.1,0.12,0.03,0.07,0.02,0.11,0.0,0.23,0.01,0.03,0.07,0.05,0.16,0.03,0.0,0.12,0.01,2.58,3.0,0.88,1.7,0.6,2.73,0.0,5.65,0.25,0.75,1.85,1.38,4.0,0.82,0.0,2.95,0.15,48.39,12.75,18.37,8.03,12.9,15.05,3.35,4.18,5.74
89,46,113,11,2,66,8,390,11.12,48.75,4.38,14.12,1.27,5.75,0.52,354.62,278.36,442.73,3.98,3.13,44.33,34.8,4.97,55.34,1.0,0.6,0.6,0.22,0.5,0.38,0.0,1.0,0.0,0.4,0.8,0.94,0.22,1.0,0.0,1.0,0.8,3.0,1.34,1.34,0.67,0.71,1.06,0.0,3.16,0.0,0.89,1.79,3.75,0.67,1.41,0.0,2.83,1.79,2.12,0.95,0.95,0.47,0.5,0.75,0.0,2.24,0.0,0.63,1.26,2.65,0.47,1.0,0.0,2.0,1.26,0.74,7.0,4.95,0.93,58.71,0.74,7.0,4.95,0.93,58.71,0.1,0.06,0.06,0.1,0.02,0.09,0.0,0.11,0.0,0.06,0.06,0.18,0.1,0.02,0.0,0.09,0.06,1.12,0.62,0.62,1.12,0.25,1.0,0.0,1.25,0.0,0.62,0.62,2.0,1.12,0.25,0.0,1.0,0.62,88.13,3.73,9.39,2.86,7.31,4.77,0.3,0.37,0.51
580,286,844,100,19,312,38,2668,15.26,70.21,4.6,22.21,1.46,7.53,0.49,2624.99,2269.18,3025.25,4.53,3.91,69.08,59.72,5.22,79.61,0.86,0.27,0.94,0.15,0.14,0.17,0.0,0.81,0.86,0.09,0.34,0.75,0.09,0.73,1.0,0.74,0.12,4.54,2.32,4.01,0.78,0.65,1.17,0.0,8.16,2.27,0.43,2.4,6.71,0.81,2.41,1.0,6.86,0.35,3.21,1.64,2.83,0.55,0.46,0.83,0.0,5.77,1.6,0.3,1.7,4.74,0.57,1.71,0.71,4.85,0.25,0.54,12.96,9.16,0.9,53.19,0.54,12.96,9.16,0.9,53.19,0.05,0.13,0.03,0.04,0.04,0.08,0.0,0.17,0.01,0.04,0.09,0.14,0.13,0.02,0.0,0.15,0.01,0.74,1.95,0.47,0.68,0.55,1.24,0.0,2.66,0.18,0.58,1.32,2.11,1.97,0.29,0.03,2.29,0.21,68.24,7.53,13.0,4.04,9.31,7.87,1.93,2.42,3.31
459,229,625,50,6,262,21,2044,21.86,97.33,4.45,29.76,1.36,10.9,0.5,1959.91,1691.24,2297.08,4.27,3.68,93.33,80.54,5.0,109.38,0.95,0.34,0.95,0.35,0.22,0.21,1.0,0.81,0.89,0.23,0.36,0.71,0.14,0.43,0.0,0.79,0.17,4.48,2.6,4.25,1.57,0.94,1.37,1.41,7.69,2.67,0.83,2.24,5.38,0.93,1.6,0.0,5.4,0.41,3.17,1.84,3.0,1.11,0.67,0.97,1.0,5.44,1.89,0.59,1.59,3.81,0.65,1.13,0.0,3.82,0.29,0.57,12.23,8.65,0.91,55.3,0.57,12.23,8.65,0.91,55.3,0.05,0.13,0.04,0.04,0.04,0.09,0.0,0.2,0.02,0.03,0.08,0.13,0.09,0.03,0.0,0.1,0.01,1.05,2.81,0.95,0.95,0.86,2.05,0.1,4.29,0.43,0.62,1.86,2.76,2.0,0.67,0.0,2.24,0.29,69.45,9.0,13.1,3.05,9.03,10.47,1.53,1.91,2.62
1005,493,1467,142,35,389,47,4688,21.38,99.74,4.66,31.21,1.46,10.49,0.49,4609.47,3675.95,5284.03,4.59,3.66,98.07,78.21,5.26,112.43,0.54,0.16,0.71,0.08,0.1,0.09,1.0,0.69,0.71,0.07,0.31,0.45,0.08,0.3,0.0,0.64,0.07,5.74,1.76,4.91,0.64,0.64,0.88,1.0,8.92,1.89,0.47,2.22,4.96,0.8,1.34,0.0,6.44,0.27,4.06,1.24,3.47,0.45,0.45,0.62,0.71,6.31,1.34,0.34,1.57,3.51,0.57,0.95,0.0,4.55,0.19,0.39,12.27,8.68,0.86,37.47,0.39,12.27,8.68,0.86,37.47,0.11,0.12,0.05,0.06,0.04,0.1,0.0,0.17,0.01,0.04,0.05,0.12,0.1,0.02,0.0,0.1,0.01,2.4,2.49,1.02,1.3,0.83,2.21,0.02,3.6,0.15,0.85,1.11,2.62,2.13,0.43,0.0,2.17,0.3,61.64,9.97,14.2,4.93,10.24,11.23,3.35,4.19,5.74
745,348,1213,167,69,356,28,3732,26.61,133.29,5.01,43.32,1.63,12.43,0.47,3624.41,2978.58,3710.73,4.86,4.0,129.44,106.38,4.98,132.53,0.72,0.17,0.71,0.2,0.09,0.13,0.0,0.73,0.88,0.17,0.35,0.54,0.09,0.44,1.0,0.76,0.12,5.75,1.61,3.47,1.1,0.51,1.07,0.0,8.17,3.5,0.58,2.77,5.31,0.92,1.89,1.0,7.3,0.49,4.07,1.14,2.45,0.77,0.36,0.76,0.0,5.78,2.47,0.41,1.96,3.75,0.65,1.33,0.71,5.16,0.34,0.48,13.04,9.22,0.89,46.74,0.48,13.04,9.22,0.89,46.74,0.09,0.12,0.03,0.04,0.05,0.1,0.0,0.17,0.02,0.02,0.08,0.13,0.13,0.02,0.0,0.12,0.02,2.29,3.11,0.86,1.07,1.21,2.54,0.0,4.43,0.57,0.43,2.25,3.43,3.39,0.64,0.04,3.29,0.61,42.08,14.0,19.61,8.97,12.54,15.47,2.48,3.1,4.26
